"pred","pred_cimke","pred_rovid","csoport","irany_van","out","out_cimke","blokk","out_rovid","rho","n","r_ns","adat_P_pos","adat_median","adat_q05","adat_q95","prior_P_pos","post_P_pos","post_median","post_q05","post_q95","elmozdulas_prior_to_post"
"F2","F2 · felső alámenősség térfogata (mm³)","F2 alámenősség (nyers)","Nincs tankönyvi irány",FALSE,"s_OHIP","OHIP-5 az utánkövetéskor (↓ jobb)","Állapot az új fogsorral","OHIP-5",0.3769,6,0.4409,0.7496,0.235,-0.373,0.753,0.5,0.7502,0.235,-0.373,0.753,0.2502
"F2","F2 · felső alámenősség térfogata (mm³)","F2 alámenősség (nyers)","Nincs tankönyvi irány",FALSE,"s_RAGAS","Önbevallott rágóképesség a fogsorral","Állapot az új fogsorral","Önbev. rágás",0.7715,6,0.8049,0.9355,0.541,-0.055,0.909,0.5,0.9358,0.541,-0.055,0.909,0.4358
"F2","F2 · felső alámenősség térfogata (mm³)","F2 alámenősség (nyers)","Nincs tankönyvi irány",FALSE,"v_GOHAI","GOHAI-javulás","Változás (kiindulás → utánkövetés)","ΔGOHAI",-0.3769,6,-0.4048,0.2694,-0.213,-0.739,0.393,0.5,0.2697,-0.214,-0.739,0.394,-0.2303
"F2","F2 · felső alámenősség térfogata (mm³)","F2 alámenősség (nyers)","Nincs tankönyvi irány",FALSE,"v_GRC","Megélt rágásváltozás (GRC)","Változás (kiindulás → utánkövetés)","GRC",-0.169,6,-0.2538,0.3541,-0.129,-0.679,0.469,0.5,0.3545,-0.129,-0.679,0.469,-0.1455
"F2","F2 · felső alámenősség térfogata (mm³)","F2 alámenősség (nyers)","Nincs tankönyvi irány",FALSE,"v_MAI","MAI-javulás","Változás (kiindulás → utánkövetés)","ΔMAI",0.9429,6,0.9633,0.9946,0.837,0.445,0.98,0.5,0.9946,0.837,0.445,0.98,0.4946
"F2","F2 · felső alámenősség térfogata (mm³)","F2 alámenősség (nyers)","Nincs tankönyvi irány",FALSE,"v_OHIP","OHIP-5-javulás","Változás (kiindulás → utánkövetés)","ΔOHIP-5",-0.1471,6,-0.0861,0.4499,-0.043,-0.613,0.543,0.5,0.4504,-0.043,-0.614,0.543,-0.0496
"F2s","F2/L³ · méretstandardizált alámenősség","F2/L³ (nyers)","Nincs tankönyvi irány",FALSE,"s_GOHAI","GOHAI az utánkövetéskor (↑ jobb)","Állapot az új fogsorral","GOHAI",0.7143,6,0.6703,0.8711,0.401,-0.211,0.849,0.5,0.8716,0.401,-0.211,0.849,0.3716
"F2s","F2/L³ · méretstandardizált alámenősség","F2/L³ (nyers)","Nincs tankönyvi irány",FALSE,"s_INDEX","Siker-index (4 kimenet z-átlaga)","Állapot az új fogsorral","Siker-index",0.6,6,0.6208,0.8458,0.359,-0.253,0.828,0.5,0.8463,0.36,-0.253,0.828,0.3463
"F2s","F2/L³ · méretstandardizált alámenősség","F2/L³ (nyers)","Nincs tankönyvi irány",FALSE,"s_MAI","MAI az utánkövetéskor (↓ jobb)","Állapot az új fogsorral","MAI",0.7714,6,0.8377,0.9499,0.585,0,0.924,0.5,0.9501,0.585,0.001,0.924,0.4501
"F2s","F2/L³ · méretstandardizált alámenősség","F2/L³ (nyers)","Nincs tankönyvi irány",FALSE,"s_OHIP","OHIP-5 az utánkövetéskor (↓ jobb)","Állapot az új fogsorral","OHIP-5",0.3769,6,0.4409,0.7496,0.235,-0.373,0.753,0.5,0.7502,0.235,-0.373,0.753,0.2502
"F2s","F2/L³ · méretstandardizált alámenősség","F2/L³ (nyers)","Nincs tankönyvi irány",FALSE,"s_RAGAS","Önbevallott rágóképesség a fogsorral","Állapot az új fogsorral","Önbev. rágás",0.7715,6,0.8049,0.9355,0.541,-0.055,0.909,0.5,0.9358,0.541,-0.055,0.909,0.4358
"F2s","F2/L³ · méretstandardizált alámenősség","F2/L³ (nyers)","Nincs tankönyvi irány",FALSE,"v_GOHAI","GOHAI-javulás","Változás (kiindulás → utánkövetés)","ΔGOHAI",-0.3769,6,-0.4048,0.2694,-0.213,-0.739,0.393,0.5,0.2697,-0.214,-0.739,0.394,-0.2303
"F2s","F2/L³ · méretstandardizált alámenősség","F2/L³ (nyers)","Nincs tankönyvi irány",FALSE,"v_GRC","Megélt rágásváltozás (GRC)","Változás (kiindulás → utánkövetés)","GRC",-0.169,6,-0.2538,0.3541,-0.129,-0.679,0.469,0.5,0.3545,-0.129,-0.679,0.469,-0.1455
"F2s","F2/L³ · méretstandardizált alámenősség","F2/L³ (nyers)","Nincs tankönyvi irány",FALSE,"v_MAI","MAI-javulás","Változás (kiindulás → utánkövetés)","ΔMAI",0.9429,6,0.9633,0.9946,0.837,0.445,0.98,0.5,0.9946,0.837,0.445,0.98,0.4946
"F2s","F2/L³ · méretstandardizált alámenősség","F2/L³ (nyers)","Nincs tankönyvi irány",FALSE,"v_OHIP","OHIP-5-javulás","Változás (kiindulás → utánkövetés)","ΔOHIP-5",-0.1471,6,-0.0861,0.4499,-0.043,-0.613,0.543,0.5,0.4504,-0.043,-0.614,0.543,-0.0496
"F3","F3 · szájpadboltozat-magasság (mm)","F3 boltozat ↓","Felső állcsont",TRUE,"s_GOHAI","GOHAI az utánkövetéskor (↑ jobb)","Állapot az új fogsorral","GOHAI",0.8857,6,0.8592,0.9589,0.618,0.043,0.934,0.9,0.9953,0.629,0.16,0.936,0.0953
"F3","F3 · szájpadboltozat-magasság (mm)","F3 boltozat ↓","Felső állcsont",TRUE,"s_INDEX","Siker-index (4 kimenet z-átlaga)","Állapot az új fogsorral","Siker-index",0.6,6,0.6036,0.8369,0.346,-0.267,0.82,0.9,0.9789,0.405,0.037,0.838,0.0789
"F3","F3 · szájpadboltozat-magasság (mm)","F3 boltozat ↓","Felső állcsont",TRUE,"s_MAI","MAI az utánkövetéskor (↓ jobb)","Állapot az új fogsorral","MAI",0.4286,6,0.4738,0.7676,0.256,-0.354,0.767,0.9,0.9676,0.342,0.017,0.796,0.0676
"F3","F3 · szájpadboltozat-magasság (mm)","F3 boltozat ↓","Felső állcsont",TRUE,"s_OHIP","OHIP-5 az utánkövetéskor (↓ jobb)","Állapot az új fogsorral","OHIP-5",0.4058,6,0.4317,0.7445,0.229,-0.378,0.75,0.9,0.9634,0.325,0.012,0.784,0.0634
"F3","F3 · szájpadboltozat-magasság (mm)","F3 boltozat ↓","Felső állcsont",TRUE,"s_RAGAS","Önbevallott rágóképesség a fogsorral","Állapot az új fogsorral","Önbev. rágás",0.4629,6,0.4989,0.7812,0.272,-0.339,0.777,0.9,0.9699,0.353,0.02,0.804,0.0699
"F3","F3 · szájpadboltozat-magasság (mm)","F3 boltozat ↓","Felső állcsont",TRUE,"v_GOHAI","GOHAI-javulás","Változás (kiindulás → utánkövetés)","ΔGOHAI",0.4638,6,0.381,0.7164,0.199,-0.406,0.729,0.9,0.958,0.307,0.007,0.769,0.058
"F3","F3 · szájpadboltozat-magasság (mm)","F3 boltozat ↓","Felső állcsont",TRUE,"v_GRC","Megélt rágásváltozás (GRC)","Változás (kiindulás → utánkövetés)","GRC",0.5409,6,0.4947,0.7789,0.269,-0.341,0.775,0.9,0.9695,0.351,0.019,0.803,0.0695
"F3","F3 · szájpadboltozat-magasság (mm)","F3 boltozat ↓","Felső állcsont",TRUE,"v_MAI","MAI-javulás","Változás (kiindulás → utánkövetés)","ΔMAI",0.3714,6,0.4413,0.7498,0.235,-0.373,0.753,0.9,0.9644,0.329,0.013,0.787,0.0644
"F3","F3 · szájpadboltozat-magasság (mm)","F3 boltozat ↓","Felső állcsont",TRUE,"v_OHIP","OHIP-5-javulás","Változás (kiindulás → utánkövetés)","ΔOHIP-5",-0.0588,6,-0.0363,0.4786,-0.018,-0.593,0.564,0.9,0.8922,0.196,-0.261,0.666,-0.0078
"F4","F4 · felső gerincalak szöge (°)","F4 gerincalak-szög ↓","Felső állcsont",TRUE,"s_GOHAI","GOHAI az utánkövetéskor (↑ jobb)","Állapot az új fogsorral","GOHAI",0.3143,6,0.3966,0.7251,0.208,-0.398,0.736,0.9,0.9597,0.312,0.008,0.774,0.0597
"F4","F4 · felső gerincalak szöge (°)","F4 gerincalak-szög ↓","Felső állcsont",TRUE,"s_INDEX","Siker-index (4 kimenet z-átlaga)","Állapot az új fogsorral","Siker-index",0.6,6,0.6208,0.8458,0.359,-0.253,0.828,0.9,0.9802,0.414,0.04,0.844,0.0802
"F4","F4 · felső gerincalak szöge (°)","F4 gerincalak-szög ↓","Felső állcsont",TRUE,"s_MAI","MAI az utánkövetéskor (↓ jobb)","Állapot az új fogsorral","MAI",0.0857,6,0.1987,0.6135,0.1,-0.494,0.658,0.9,0.9347,0.252,-0.087,0.722,0.0347
"F4","F4 · felső gerincalak szöge (°)","F4 gerincalak-szög ↓","Felső állcsont",TRUE,"s_OHIP","OHIP-5 az utánkövetéskor (↓ jobb)","Állapot az új fogsorral","OHIP-5",0.8117,6,0.7903,0.9289,0.523,-0.077,0.902,0.9,0.9916,0.546,0.101,0.907,0.0916
"F4","F4 · felső gerincalak szöge (°)","F4 gerincalak-szög ↓","Felső állcsont",TRUE,"s_RAGAS","Önbevallott rágóképesség a fogsorral","Állapot az új fogsorral","Önbev. rágás",0.4629,6,0.4989,0.7812,0.272,-0.339,0.777,0.9,0.9699,0.353,0.02,0.804,0.0699
"F4","F4 · felső gerincalak szöge (°)","F4 gerincalak-szög ↓","Felső állcsont",TRUE,"v_GOHAI","GOHAI-javulás","Változás (kiindulás → utánkövetés)","ΔGOHAI",0.4638,6,0.4216,0.7389,0.223,-0.384,0.746,0.9,0.9623,0.322,0.011,0.781,0.0623
"F4","F4 · felső gerincalak szöge (°)","F4 gerincalak-szög ↓","Felső állcsont",TRUE,"v_GRC","Megélt rágásváltozás (GRC)","Változás (kiindulás → utánkövetés)","GRC",0.5409,6,0.4947,0.7789,0.269,-0.341,0.775,0.9,0.9695,0.351,0.019,0.803,0.0695
"F4","F4 · felső gerincalak szöge (°)","F4 gerincalak-szög ↓","Felső állcsont",TRUE,"v_MAI","MAI-javulás","Változás (kiindulás → utánkövetés)","ΔMAI",-0.0857,6,0.0282,0.5157,0.014,-0.567,0.59,0.9,0.9057,0.21,-0.213,0.681,0.0057
"F4","F4 · felső gerincalak szöge (°)","F4 gerincalak-szög ↓","Felső állcsont",TRUE,"v_OHIP","OHIP-5-javulás","Változás (kiindulás → utánkövetés)","ΔOHIP-5",0.8827,6,0.8948,0.9729,0.678,0.131,0.95,0.9,0.9969,0.685,0.214,0.951,0.0969
"F5","F5 · lötyögő, csontmag nélküli gerinc","F5 lötyögő gerinc","Felső állcsont",TRUE,"s_GOHAI","GOHAI az utánkövetéskor (↑ jobb)","Állapot az új fogsorral","GOHAI",0.207,6,0.2794,0.6593,0.143,-0.457,0.689,0.8,0.8859,0.253,-0.227,0.733,0.0859
"F5","F5 · lötyögő, csontmag nélküli gerinc","F5 lötyögő gerinc","Felső állcsont",TRUE,"s_INDEX","Siker-index (4 kimenet z-átlaga)","Állapot az új fogsorral","Siker-index",0.6211,6,0.6283,0.8497,0.365,-0.247,0.831,0.8,0.9578,0.411,0.012,0.844,0.1578
"F5","F5 · lötyögő, csontmag nélküli gerinc","F5 lötyögő gerinc","Felső állcsont",TRUE,"s_MAI","MAI az utánkövetéskor (↓ jobb)","Állapot az új fogsorral","MAI",0.207,6,0.2794,0.6593,0.143,-0.457,0.689,0.8,0.8859,0.253,-0.227,0.733,0.0859
"F5","F5 · lötyögő, csontmag nélküli gerinc","F5 lötyögő gerinc","Felső állcsont",TRUE,"s_OHIP","OHIP-5 az utánkövetéskor (↓ jobb)","Állapot az új fogsorral","OHIP-5",0.8402,6,0.8192,0.9419,0.56,-0.032,0.915,0.8,0.9849,0.575,0.102,0.918,0.1849
"F5","F5 · lötyögő, csontmag nélküli gerinc","F5 lötyögő gerinc","Felső állcsont",TRUE,"s_RAGAS","Önbevallott rágóképesség a fogsorral","Állapot az új fogsorral","Önbev. rágás",0.6708,6,0.6857,0.8788,0.414,-0.197,0.856,0.8,0.9668,0.45,0.029,0.865,0.1668
"F5","F5 · lötyögő, csontmag nélküli gerinc","F5 lötyögő gerinc","Felső állcsont",TRUE,"v_GOHAI","GOHAI-javulás","Változás (kiindulás → utánkövetés)","ΔGOHAI",0,6,0,0.4994,0,-0.579,0.579,0.8,0.8,0.169,-0.402,0.656,-0
"F5","F5 · lötyögő, csontmag nélküli gerinc","F5 lötyögő gerinc","Felső állcsont",TRUE,"v_GRC","Megélt rágásváltozás (GRC)","Változás (kiindulás → utánkövetés)","GRC",0.1225,6,0.0651,0.5369,0.032,-0.552,0.605,0.8,0.823,0.187,-0.362,0.674,0.023
"F5","F5 · lötyögő, csontmag nélküli gerinc","F5 lötyögő gerinc","Felső állcsont",TRUE,"v_MAI","MAI-javulás","Változás (kiindulás → utánkövetés)","ΔMAI",0.207,6,0.2794,0.6593,0.143,-0.457,0.689,0.8,0.8859,0.253,-0.227,0.733,0.0859
"F5","F5 · lötyögő, csontmag nélküli gerinc","F5 lötyögő gerinc","Felső állcsont",TRUE,"v_OHIP","OHIP-5-javulás","Változás (kiindulás → utánkövetés)","ΔOHIP-5",0.8528,6,0.8313,0.9471,0.576,-0.012,0.921,0.8,0.9863,0.59,0.114,0.923,0.1863
"F6","F6 · interalveoláris szög eltérése 90°-tól","F6 |szög−90°| ↑","Felső állcsont",TRUE,"s_GOHAI","GOHAI az utánkövetéskor (↑ jobb)","Állapot az új fogsorral","GOHAI",-0.0857,6,-0.0588,0.4656,-0.029,-0.602,0.555,0.98,0.9772,0.218,0.012,0.676,-0.0028
"F6","F6 · interalveoláris szög eltérése 90°-tól","F6 |szög−90°| ↑","Felső állcsont",TRUE,"s_INDEX","Siker-index (4 kimenet z-átlaga)","Állapot az új fogsorral","Siker-index",0.2,6,0.1717,0.598,0.086,-0.506,0.647,0.98,0.9865,0.262,0.02,0.723,0.0065
"F6","F6 · interalveoláris szög eltérése 90°-tól","F6 |szög−90°| ↑","Felső állcsont",TRUE,"s_MAI","MAI az utánkövetéskor (↓ jobb)","Állapot az új fogsorral","MAI",0.4857,6,0.4908,0.7768,0.267,-0.344,0.774,0.98,0.9942,0.358,0.041,0.804,0.0142
"F6","F6 · interalveoláris szög eltérése 90°-tól","F6 |szög−90°| ↑","Felső állcsont",TRUE,"s_OHIP","OHIP-5 az utánkövetéskor (↓ jobb)","Állapot az új fogsorral","OHIP-5",0.058,6,0.02,0.5109,0.01,-0.571,0.587,0.98,0.9809,0.232,0.014,0.691,9e-4
"F6","F6 · interalveoláris szög eltérése 90°-tól","F6 |szög−90°| ↑","Felső állcsont",TRUE,"s_RAGAS","Önbevallott rágóképesség a fogsorral","Állapot az új fogsorral","Önbev. rágás",0.0926,6,0.1352,0.5772,0.068,-0.522,0.633,0.98,0.9853,0.254,0.019,0.715,0.0053
"F6","F6 · interalveoláris szög eltérése 90°-tól","F6 |szög−90°| ↑","Felső állcsont",TRUE,"v_GOHAI","GOHAI-javulás","Változás (kiindulás → utánkövetés)","ΔGOHAI",-0.2319,6,-0.305,0.3252,-0.157,-0.699,0.445,0.98,0.9594,0.182,0.004,0.632,-0.0206
"F6","F6 · interalveoláris szög eltérése 90°-tól","F6 |szög−90°| ↑","Felső állcsont",TRUE,"v_GRC","Megélt rágásváltozás (GRC)","Változás (kiindulás → utánkövetés)","GRC",-0.6761,6,-0.7098,0.1088,-0.437,-0.866,0.173,0.98,0.8568,0.122,-0.582,0.559,-0.1232
"F6","F6 · interalveoláris szög eltérése 90°-tól","F6 |szög−90°| ↑","Felső állcsont",TRUE,"v_MAI","MAI-javulás","Változás (kiindulás → utánkövetés)","ΔMAI",0.0857,6,0.1815,0.6037,0.091,-0.502,0.651,0.98,0.9868,0.264,0.021,0.725,0.0068
"F6","F6 · interalveoláris szög eltérése 90°-tól","F6 |szög−90°| ↑","Felső állcsont",TRUE,"v_OHIP","OHIP-5-javulás","Változás (kiindulás → utánkövetés)","ΔOHIP-5",0,6,0,0.4994,0,-0.579,0.579,0.98,0.98,0.228,0.014,0.687,-0
"F7","F7 · torus palatinus","F7 torus palatinus","Felső állcsont",TRUE,"s_GOHAI","GOHAI az utánkövetéskor (↑ jobb)","Állapot az új fogsorral","GOHAI",0,6,0,0.4994,0,-0.579,0.579,0.98,0.98,0.228,0.014,0.687,-0
"F7","F7 · torus palatinus","F7 torus palatinus","Felső állcsont",TRUE,"s_INDEX","Siker-index (4 kimenet z-átlaga)","Állapot az új fogsorral","Siker-index",-0.414,6,-0.3489,0.3005,-0.181,-0.717,0.423,0.98,0.9547,0.176,0.002,0.625,-0.0253
"F7","F7 · torus palatinus","F7 torus palatinus","Felső állcsont",TRUE,"s_MAI","MAI az utánkövetéskor (↓ jobb)","Állapot az új fogsorral","MAI",-0.6211,6,-0.6283,0.1497,-0.365,-0.831,0.247,0.98,0.8962,0.137,-0.438,0.576,-0.0838
"F7","F7 · torus palatinus","F7 torus palatinus","Felső állcsont",TRUE,"s_OHIP","OHIP-5 az utánkövetéskor (↓ jobb)","Állapot az új fogsorral","OHIP-5",-0.4201,6,-0.3474,0.3014,-0.18,-0.716,0.424,0.98,0.9549,0.176,0.002,0.625,-0.0251
"F7","F7 · torus palatinus","F7 torus palatinus","Felső állcsont",TRUE,"s_RAGAS","Önbevallott rágóképesség a fogsorral","Állapot az új fogsorral","Önbev. rágás",-0.3354,6,-0.3429,0.3039,-0.178,-0.714,0.426,0.98,0.9554,0.177,0.002,0.626,-0.0246
"F7","F7 · torus palatinus","F7 torus palatinus","Felső állcsont",TRUE,"v_GOHAI","GOHAI-javulás","Változás (kiindulás → utánkövetés)","ΔGOHAI",0.21,6,0.282,0.6608,0.144,-0.456,0.69,0.98,0.9897,0.289,0.025,0.749,0.0097
"F7","F7 · torus palatinus","F7 torus palatinus","Felső állcsont",TRUE,"v_GRC","Megélt rágásváltozás (GRC)","Változás (kiindulás → utánkövetés)","GRC",0.3674,6,0.4141,0.7348,0.219,-0.388,0.743,0.98,0.9927,0.329,0.034,0.783,0.0127
"F7","F7 · torus palatinus","F7 torus palatinus","Felső állcsont",TRUE,"v_MAI","MAI-javulás","Változás (kiindulás → utánkövetés)","ΔMAI",-0.207,6,-0.2794,0.3396,-0.143,-0.689,0.457,0.98,0.9619,0.185,0.005,0.637,-0.0181
"F7","F7 · torus palatinus","F7 torus palatinus","Felső állcsont",TRUE,"v_OHIP","OHIP-5-javulás","Változás (kiindulás → utánkövetés)","ΔOHIP-5",-0.533,6,-0.5647,0.1829,-0.317,-0.804,0.295,0.98,0.9165,0.147,-0.326,0.588,-0.0635
"F8","F8 · antagonista fogazat (1→3)","F8 antagonista (nyers)","Nincs tankönyvi irány",FALSE,"s_GOHAI","GOHAI az utánkövetéskor (↑ jobb)","Állapot az új fogsorral","GOHAI",-0.3928,6,-0.3364,0.3075,-0.174,-0.712,0.429,0.5,0.3078,-0.174,-0.712,0.429,-0.1922
"F8","F8 · antagonista fogazat (1→3)","F8 antagonista (nyers)","Nincs tankönyvi irány",FALSE,"s_INDEX","Siker-index (4 kimenet z-átlaga)","Állapot az új fogsorral","Siker-index",0.1309,6,0.105,0.5598,0.052,-0.535,0.621,0.5,0.5604,0.053,-0.535,0.621,0.0604
"F8","F8 · antagonista fogazat (1→3)","F8 antagonista (nyers)","Nincs tankönyvi irány",FALSE,"s_MAI","MAI az utánkövetéskor (↓ jobb)","Állapot az új fogsorral","MAI",-0.3928,6,-0.3364,0.3075,-0.174,-0.712,0.429,0.5,0.3078,-0.174,-0.712,0.429,-0.1922
"F8","F8 · antagonista fogazat (1→3)","F8 antagonista (nyers)","Nincs tankönyvi irány",FALSE,"s_OHIP","OHIP-5 az utánkövetéskor (↓ jobb)","Állapot az új fogsorral","OHIP-5",0.3985,6,0.339,0.6929,0.175,-0.428,0.713,0.5,0.6936,0.176,-0.428,0.713,0.1936
"F8","F8 · antagonista fogazat (1→3)","F8 antagonista (nyers)","Nincs tankönyvi irány",FALSE,"s_RAGAS","Önbevallott rágóképesség a fogsorral","Állapot az új fogsorral","Önbev. rágás",0.1414,6,0.1092,0.5622,0.054,-0.533,0.622,0.5,0.5628,0.055,-0.534,0.623,0.0628
"F8","F8 · antagonista fogazat (1→3)","F8 antagonista (nyers)","Nincs tankönyvi irány",FALSE,"v_GOHAI","GOHAI-javulás","Változás (kiindulás → utánkövetés)","ΔGOHAI",0,6,0,0.4994,0,-0.579,0.579,0.5,0.5,-0.001,-0.579,0.579,0
"F8","F8 · antagonista fogazat (1→3)","F8 antagonista (nyers)","Nincs tankönyvi irány",FALSE,"v_GRC","Megélt rágásváltozás (GRC)","Változás (kiindulás → utánkövetés)","GRC",-0.3098,6,-0.3031,0.3262,-0.155,-0.699,0.446,0.5,0.3266,-0.156,-0.699,0.446,-0.1734
"F8","F8 · antagonista fogazat (1→3)","F8 antagonista (nyers)","Nincs tankönyvi irány",FALSE,"v_MAI","MAI-javulás","Változás (kiindulás → utánkövetés)","ΔMAI",-0.3928,6,-0.3364,0.3075,-0.174,-0.712,0.429,0.5,0.3078,-0.174,-0.712,0.429,-0.1922
"F8","F8 · antagonista fogazat (1→3)","F8 antagonista (nyers)","Nincs tankönyvi irány",FALSE,"v_OHIP","OHIP-5-javulás","Változás (kiindulás → utánkövetés)","ΔOHIP-5",0.5394,6,0.5257,0.7957,0.29,-0.321,0.788,0.5,0.7963,0.29,-0.322,0.788,0.2963
"TUB","A6–A9 · tuberculum-konstruktum (0–1)","A6–A9 tuberculum ↑","Alsó állcsont",TRUE,"s_GOHAI","GOHAI az utánkövetéskor (↑ jobb)","Állapot az új fogsorral","GOHAI",0.4638,6,0.61,0.8402,0.351,-0.262,0.823,0.98,0.9961,0.414,0.057,0.842,0.0161
"TUB","A6–A9 · tuberculum-konstruktum (0–1)","A6–A9 tuberculum ↑","Alsó állcsont",TRUE,"s_INDEX","Siker-index (4 kimenet z-átlaga)","Állapot az új fogsorral","Siker-index",0.6377,6,0.7349,0.9029,0.462,-0.146,0.877,0.98,0.9978,0.498,0.088,0.886,0.0178
"TUB","A6–A9 · tuberculum-konstruktum (0–1)","A6–A9 tuberculum ↑","Alsó állcsont",TRUE,"s_MAI","MAI az utánkövetéskor (↓ jobb)","Állapot az új fogsorral","MAI",-0.029,6,0.0801,0.5455,0.04,-0.546,0.611,0.98,0.9833,0.243,0.017,0.704,0.0033
"TUB","A6–A9 · tuberculum-konstruktum (0–1)","A6–A9 tuberculum ↑","Alsó állcsont",TRUE,"s_OHIP","OHIP-5 az utánkövetéskor (↓ jobb)","Állapot az új fogsorral","OHIP-5",0.8235,6,0.8776,0.9663,0.648,0.085,0.942,0.98,0.9993,0.658,0.193,0.944,0.0193
"TUB","A6–A9 · tuberculum-konstruktum (0–1)","A6–A9 tuberculum ↑","Alsó állcsont",TRUE,"s_RAGAS","Önbevallott rágóképesség a fogsorral","Állapot az új fogsorral","Önbev. rágás",0.7045,6,0.7548,0.9125,0.483,-0.123,0.886,0.98,0.9981,0.514,0.096,0.894,0.0181
"TUB","A6–A9 · tuberculum-konstruktum (0–1)","A6–A9 tuberculum ↑","Alsó állcsont",TRUE,"v_GOHAI","GOHAI-javulás","Változás (kiindulás → utánkövetés)","ΔGOHAI",0.2353,6,0.3078,0.6754,0.158,-0.443,0.701,0.98,0.9903,0.296,0.027,0.755,0.0103
"TUB","A6–A9 · tuberculum-konstruktum (0–1)","A6–A9 tuberculum ↑","Alsó állcsont",TRUE,"v_GRC","Megélt rágásváltozás (GRC)","Változás (kiindulás → utánkövetés)","GRC",0.4287,6,0.3995,0.7267,0.21,-0.396,0.737,0.98,0.9924,0.324,0.033,0.779,0.0124
"TUB","A6–A9 · tuberculum-konstruktum (0–1)","A6–A9 tuberculum ↑","Alsó állcsont",TRUE,"v_MAI","MAI-javulás","Változás (kiindulás → utánkövetés)","ΔMAI",0.2029,6,0.2738,0.6562,0.14,-0.46,0.687,0.98,0.9895,0.287,0.025,0.747,0.0095
"TUB","A6–A9 · tuberculum-konstruktum (0–1)","A6–A9 tuberculum ↑","Alsó állcsont",TRUE,"v_OHIP","OHIP-5-javulás","Változás (kiindulás → utánkövetés)","ΔOHIP-5",0.612,6,0.546,0.8065,0.304,-0.308,0.796,0.98,0.9951,0.382,0.047,0.821,0.0151
