"pred","pred_rovid","csoport","out","out_rovid","r_ns","n","P_expert_prior","P_semleges_prior","n_atbillenes_expert","n_95pct_semleges"
"A12","A12 spinae mentales","Alsó állcsont","s_OHIP","OHIP-5",0.1667,50,0.9969,0.8663,,150
"A12","A12 spinae mentales","Alsó állcsont","s_OHIP","OHIP-5",0.1667,60,0.9975,0.8903,,150
"A12","A12 spinae mentales","Alsó állcsont","s_OHIP","OHIP-5",0.1667,80,0.9984,0.9247,,150
"A12","A12 spinae mentales","Alsó állcsont","s_OHIP","OHIP-5",0.1667,100,0.9989,0.9474,,150
"A12","A12 spinae mentales","Alsó állcsont","s_OHIP","OHIP-5",0.1667,150,0.9995,0.9776,,150
"A12","A12 spinae mentales","Alsó állcsont","s_OHIP","OHIP-5",0.1667,200,0.9998,0.9901,,150
"A12","A12 spinae mentales","Alsó állcsont","s_OHIP","OHIP-5",0.1667,300,1,0.9979,,150
"A12","A12 spinae mentales","Alsó állcsont","s_OHIP","OHIP-5",0.1667,500,1,0.9999,,150
"A12","A12 spinae mentales","Alsó állcsont","s_RAGAS","Önbev. rágás",0.2441,6,0.9887,0.6393,,60
"A12","A12 spinae mentales","Alsó állcsont","s_RAGAS","Önbev. rágás",0.2441,8,0.9905,0.6799,,60
"A12","A12 spinae mentales","Alsó állcsont","s_RAGAS","Önbev. rágás",0.2441,10,0.9919,0.7141,,60
"A12","A12 spinae mentales","Alsó állcsont","s_RAGAS","Önbev. rágás",0.2441,12,0.993,0.7433,,60
"A12","A12 spinae mentales","Alsó állcsont","s_RAGAS","Önbev. rágás",0.2441,15,0.9943,0.7797,,60
"A12","A12 spinae mentales","Alsó állcsont","s_RAGAS","Önbev. rágás",0.2441,20,0.9958,0.8265,,60
"A12","A12 spinae mentales","Alsó állcsont","s_RAGAS","Önbev. rágás",0.2441,25,0.9968,0.8613,,60
"A12","A12 spinae mentales","Alsó állcsont","s_RAGAS","Önbev. rágás",0.2441,30,0.9975,0.888,,60
"A12","A12 spinae mentales","Alsó állcsont","s_RAGAS","Önbev. rágás",0.2441,40,0.9984,0.9255,,60
"A12","A12 spinae mentales","Alsó állcsont","s_RAGAS","Önbev. rágás",0.2441,50,0.9989,0.9495,,60
"A12","A12 spinae mentales","Alsó állcsont","s_RAGAS","Önbev. rágás",0.2441,60,0.9993,0.9653,,60
"A12","A12 spinae mentales","Alsó állcsont","s_RAGAS","Önbev. rágás",0.2441,80,0.9997,0.9832,,60
"A12","A12 spinae mentales","Alsó állcsont","s_RAGAS","Önbev. rágás",0.2441,100,0.9998,0.9917,,60
"A12","A12 spinae mentales","Alsó állcsont","s_RAGAS","Önbev. rágás",0.2441,150,1,0.9985,,60
"A12","A12 spinae mentales","Alsó állcsont","s_RAGAS","Önbev. rágás",0.2441,200,1,0.9997,,60
"A12","A12 spinae mentales","Alsó állcsont","s_RAGAS","Önbev. rágás",0.2441,300,1,1,,60
"A12","A12 spinae mentales","Alsó állcsont","s_RAGAS","Önbev. rágás",0.2441,500,1,1,,60
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_GOHAI","GOHAI",0.3206,6,0.9906,0.6826,,40
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_GOHAI","GOHAI",0.3206,8,0.9927,0.7332,,40
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_GOHAI","GOHAI",0.3206,10,0.9941,0.7743,,40
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_GOHAI","GOHAI",0.3206,12,0.9952,0.808,,40
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_GOHAI","GOHAI",0.3206,15,0.9964,0.8478,,40
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_GOHAI","GOHAI",0.3206,20,0.9976,0.8947,,40
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_GOHAI","GOHAI",0.3206,25,0.9984,0.9259,,40
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_GOHAI","GOHAI",0.3206,30,0.9989,0.9472,,40
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_GOHAI","GOHAI",0.3206,40,0.9994,0.9726,,40
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_GOHAI","GOHAI",0.3206,50,0.9997,0.9854,,40
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_GOHAI","GOHAI",0.3206,60,0.9998,0.9921,,40
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_GOHAI","GOHAI",0.3206,80,1,0.9976,,40
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_GOHAI","GOHAI",0.3206,100,1,0.9993,,40
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_GOHAI","GOHAI",0.3206,150,1,1,,40
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_GOHAI","GOHAI",0.3206,200,1,1,,40
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_GOHAI","GOHAI",0.3206,300,1,1,,40
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_GOHAI","GOHAI",0.3206,500,1,1,,40
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_INDEX","Siker-index",0.4462,6,0.9934,0.7525,,20
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_INDEX","Siker-index",0.4462,8,0.9954,0.8146,,20
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_INDEX","Siker-index",0.4462,10,0.9967,0.8606,,20
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_INDEX","Siker-index",0.4462,12,0.9976,0.8947,,20
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_INDEX","Siker-index",0.4462,15,0.9985,0.9301,,20
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_INDEX","Siker-index",0.4462,20,0.9992,0.964,,20
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_INDEX","Siker-index",0.4462,25,0.9996,0.9811,,20
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_INDEX","Siker-index",0.4462,30,0.9998,0.9899,,20
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_INDEX","Siker-index",0.4462,40,0.9999,0.9971,,20
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_INDEX","Siker-index",0.4462,50,1,0.9991,,20
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_INDEX","Siker-index",0.4462,60,1,0.9997,,20
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_INDEX","Siker-index",0.4462,80,1,1,,20
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_INDEX","Siker-index",0.4462,100,1,1,,20
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_INDEX","Siker-index",0.4462,150,1,1,,20
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_INDEX","Siker-index",0.4462,200,1,1,,20
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_INDEX","Siker-index",0.4462,300,1,1,,20
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_INDEX","Siker-index",0.4462,500,1,1,,20
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_MAI","MAI",-0.3696,6,0.9522,0.289,40,25
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_MAI","MAI",-0.3696,8,0.9371,0.233,40,25
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_MAI","MAI",-0.3696,10,0.9196,0.189,40,25
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_MAI","MAI",-0.3696,12,0.8994,0.1542,40,25
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_MAI","MAI",-0.3696,15,0.8641,0.1148,40,25
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_MAI","MAI",-0.3696,20,0.7909,0.0716,40,25
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_MAI","MAI",-0.3696,25,0.7002,0.0455,40,25
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_MAI","MAI",-0.3696,30,0.5964,0.0293,40,25
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_MAI","MAI",-0.3696,40,0.3818,0.0124,40,25
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_MAI","MAI",-0.3696,50,0.2106,0.0054,40,25
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_MAI","MAI",-0.3696,60,0.1052,0.0024,40,25
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_MAI","MAI",-0.3696,80,0.0231,5e-4,40,25
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_MAI","MAI",-0.3696,100,0.0049,1e-4,40,25
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_MAI","MAI",-0.3696,150,1e-4,0,40,25
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_MAI","MAI",-0.3696,200,0,0,40,25
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_MAI","MAI",-0.3696,300,0,0,40,25
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_MAI","MAI",-0.3696,500,0,0,40,25
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_OHIP","OHIP-5",0.3626,6,0.9916,0.7062,,25
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_OHIP","OHIP-5",0.3626,8,0.9937,0.7615,,25
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_OHIP","OHIP-5",0.3626,10,0.9951,0.8052,,25
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_OHIP","OHIP-5",0.3626,12,0.9961,0.8399,,25
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_OHIP","OHIP-5",0.3626,15,0.9972,0.8796,,25
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_OHIP","OHIP-5",0.3626,20,0.9983,0.9236,,25
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_OHIP","OHIP-5",0.3626,25,0.999,0.9506,,25
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_OHIP","OHIP-5",0.3626,30,0.9993,0.9677,,25
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_OHIP","OHIP-5",0.3626,40,0.9997,0.9858,,25
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_OHIP","OHIP-5",0.3626,50,0.9999,0.9936,,25
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_OHIP","OHIP-5",0.3626,60,0.9999,0.9971,,25
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_OHIP","OHIP-5",0.3626,80,1,0.9994,,25
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_OHIP","OHIP-5",0.3626,100,1,0.9999,,25
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_OHIP","OHIP-5",0.3626,150,1,1,,25
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_OHIP","OHIP-5",0.3626,200,1,1,,25
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_OHIP","OHIP-5",0.3626,300,1,1,,25
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_OHIP","OHIP-5",0.3626,500,1,1,,25
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_RAGAS","Önbev. rágás",0.2498,6,0.9888,0.6426,,50
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_RAGAS","Önbev. rágás",0.2498,8,0.9907,0.684,,50
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_RAGAS","Önbev. rágás",0.2498,10,0.9921,0.7188,,50
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_RAGAS","Önbev. rágás",0.2498,12,0.9932,0.7484,,50
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_RAGAS","Önbev. rágás",0.2498,15,0.9945,0.7853,,50
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_RAGAS","Önbev. rágás",0.2498,20,0.9959,0.8323,,50
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_RAGAS","Önbev. rágás",0.2498,25,0.9969,0.8671,,50
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_RAGAS","Önbev. rágás",0.2498,30,0.9976,0.8936,,50
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_RAGAS","Önbev. rágás",0.2498,40,0.9985,0.9303,,50
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_RAGAS","Önbev. rágás",0.2498,50,0.999,0.9535,,50
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_RAGAS","Önbev. rágás",0.2498,60,0.9993,0.9686,,50
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_RAGAS","Önbev. rágás",0.2498,80,0.9997,0.9853,,50
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_RAGAS","Önbev. rágás",0.2498,100,0.9999,0.9929,,50
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_RAGAS","Önbev. rágás",0.2498,150,1,0.9988,,50
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_RAGAS","Önbev. rágás",0.2498,200,1,0.9998,,50
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_RAGAS","Önbev. rágás",0.2498,300,1,1,,50
"A2","A2 gerincmagasság ↓","Alsó állcsont","s_RAGAS","Önbev. rágás",0.2498,500,1,1,,50
"A4","A4 torus mandibularis","Alsó állcsont","s_GOHAI","GOHAI",-0,6,0.98,0.4994,,
"A4","A4 torus mandibularis","Alsó állcsont","s_GOHAI","GOHAI",-0,8,0.98,0.4994,,
"A4","A4 torus mandibularis","Alsó állcsont","s_GOHAI","GOHAI",-0,10,0.98,0.4993,,
"A4","A4 torus mandibularis","Alsó állcsont","s_GOHAI","GOHAI",-0,12,0.98,0.4993,,
"A4","A4 torus mandibularis","Alsó állcsont","s_GOHAI","GOHAI",-0,15,0.98,0.4992,,
"A4","A4 torus mandibularis","Alsó állcsont","s_GOHAI","GOHAI",-0,20,0.98,0.4991,,
"A4","A4 torus mandibularis","Alsó állcsont","s_GOHAI","GOHAI",-0,25,0.98,0.499,,
"A4","A4 torus mandibularis","Alsó állcsont","s_GOHAI","GOHAI",-0,30,0.98,0.4989,,
"A4","A4 torus mandibularis","Alsó állcsont","s_GOHAI","GOHAI",-0,40,0.98,0.4987,,
"A4","A4 torus mandibularis","Alsó állcsont","s_GOHAI","GOHAI",-0,50,0.98,0.4986,,
"A4","A4 torus mandibularis","Alsó állcsont","s_GOHAI","GOHAI",-0,60,0.98,0.4984,,
"A4","A4 torus mandibularis","Alsó állcsont","s_GOHAI","GOHAI",-0,80,0.98,0.4982,,
"A4","A4 torus mandibularis","Alsó állcsont","s_GOHAI","GOHAI",-0,100,0.98,0.498,,
"A4","A4 torus mandibularis","Alsó állcsont","s_GOHAI","GOHAI",-0,150,0.98,0.4975,,
"A4","A4 torus mandibularis","Alsó állcsont","s_GOHAI","GOHAI",-0,200,0.98,0.4972,,
"A4","A4 torus mandibularis","Alsó állcsont","s_GOHAI","GOHAI",-0,300,0.98,0.4965,,
"A4","A4 torus mandibularis","Alsó állcsont","s_GOHAI","GOHAI",-0,500,0.98,0.4955,,
"A4","A4 torus mandibularis","Alsó állcsont","s_INDEX","Siker-index",-0,6,0.98,0.4994,,
"A4","A4 torus mandibularis","Alsó állcsont","s_INDEX","Siker-index",-0,8,0.98,0.4994,,
"A4","A4 torus mandibularis","Alsó állcsont","s_INDEX","Siker-index",-0,10,0.98,0.4993,,
"A4","A4 torus mandibularis","Alsó állcsont","s_INDEX","Siker-index",-0,12,0.98,0.4993,,
"A4","A4 torus mandibularis","Alsó állcsont","s_INDEX","Siker-index",-0,15,0.98,0.4992,,
"A4","A4 torus mandibularis","Alsó állcsont","s_INDEX","Siker-index",-0,20,0.98,0.4991,,
"A4","A4 torus mandibularis","Alsó állcsont","s_INDEX","Siker-index",-0,25,0.98,0.499,,
"A4","A4 torus mandibularis","Alsó állcsont","s_INDEX","Siker-index",-0,30,0.98,0.4989,,
"A4","A4 torus mandibularis","Alsó állcsont","s_INDEX","Siker-index",-0,40,0.98,0.4987,,
"A4","A4 torus mandibularis","Alsó állcsont","s_INDEX","Siker-index",-0,50,0.98,0.4986,,
"A4","A4 torus mandibularis","Alsó állcsont","s_INDEX","Siker-index",-0,60,0.98,0.4984,,
"A4","A4 torus mandibularis","Alsó állcsont","s_INDEX","Siker-index",-0,80,0.98,0.4982,,
"A4","A4 torus mandibularis","Alsó állcsont","s_INDEX","Siker-index",-0,100,0.98,0.498,,
"A4","A4 torus mandibularis","Alsó állcsont","s_INDEX","Siker-index",-0,150,0.98,0.4975,,
"A4","A4 torus mandibularis","Alsó állcsont","s_INDEX","Siker-index",-0,200,0.98,0.4972,,
"A4","A4 torus mandibularis","Alsó állcsont","s_INDEX","Siker-index",-0,300,0.98,0.4965,,
"A4","A4 torus mandibularis","Alsó állcsont","s_INDEX","Siker-index",-0,500,0.98,0.4955,,
"A4","A4 torus mandibularis","Alsó állcsont","s_MAI","MAI",0.8113,6,0.9987,0.9384,,8
"A4","A4 torus mandibularis","Alsó állcsont","s_MAI","MAI",0.8113,8,0.9996,0.9789,,8
"A4","A4 torus mandibularis","Alsó állcsont","s_MAI","MAI",0.8113,10,0.9999,0.993,,8
"A4","A4 torus mandibularis","Alsó állcsont","s_MAI","MAI",0.8113,12,1,0.9977,,8
"A4","A4 torus mandibularis","Alsó állcsont","s_MAI","MAI",0.8113,15,1,0.9996,,8
"A4","A4 torus mandibularis","Alsó állcsont","s_MAI","MAI",0.8113,20,1,1,,8
"A4","A4 torus mandibularis","Alsó állcsont","s_MAI","MAI",0.8113,25,1,1,,8
"A4","A4 torus mandibularis","Alsó állcsont","s_MAI","MAI",0.8113,30,1,1,,8
"A4","A4 torus mandibularis","Alsó állcsont","s_MAI","MAI",0.8113,40,1,1,,8
"A4","A4 torus mandibularis","Alsó állcsont","s_MAI","MAI",0.8113,50,1,1,,8
"A4","A4 torus mandibularis","Alsó állcsont","s_MAI","MAI",0.8113,60,1,1,,8
"A4","A4 torus mandibularis","Alsó állcsont","s_MAI","MAI",0.8113,80,1,1,,8
"A4","A4 torus mandibularis","Alsó állcsont","s_MAI","MAI",0.8113,100,1,1,,8
"A4","A4 torus mandibularis","Alsó állcsont","s_MAI","MAI",0.8113,150,1,1,,8
"A4","A4 torus mandibularis","Alsó állcsont","s_MAI","MAI",0.8113,200,1,1,,8
"A4","A4 torus mandibularis","Alsó állcsont","s_MAI","MAI",0.8113,300,1,1,,8
"A4","A4 torus mandibularis","Alsó állcsont","s_MAI","MAI",0.8113,500,1,1,,8
"A4","A4 torus mandibularis","Alsó állcsont","s_OHIP","OHIP-5",-0.0031,6,0.9799,0.4976,,
"A4","A4 torus mandibularis","Alsó állcsont","s_OHIP","OHIP-5",-0.0031,8,0.9798,0.497,,
"A4","A4 torus mandibularis","Alsó állcsont","s_OHIP","OHIP-5",-0.0031,10,0.9798,0.4965,,
"A4","A4 torus mandibularis","Alsó állcsont","s_OHIP","OHIP-5",-0.0031,12,0.9797,0.496,,
"A4","A4 torus mandibularis","Alsó állcsont","s_OHIP","OHIP-5",-0.0031,15,0.9797,0.4953,,
"A4","A4 torus mandibularis","Alsó állcsont","s_OHIP","OHIP-5",-0.0031,20,0.9796,0.4943,,
"A4","A4 torus mandibularis","Alsó állcsont","s_OHIP","OHIP-5",-0.0031,25,0.9796,0.4935,,
"A4","A4 torus mandibularis","Alsó állcsont","s_OHIP","OHIP-5",-0.0031,30,0.9795,0.4928,,
"A4","A4 torus mandibularis","Alsó állcsont","s_OHIP","OHIP-5",-0.0031,40,0.9794,0.4914,,
"A4","A4 torus mandibularis","Alsó állcsont","s_OHIP","OHIP-5",-0.0031,50,0.9793,0.4903,,
"A4","A4 torus mandibularis","Alsó állcsont","s_OHIP","OHIP-5",-0.0031,60,0.9793,0.4893,,
"A4","A4 torus mandibularis","Alsó állcsont","s_OHIP","OHIP-5",-0.0031,80,0.9791,0.4875,,
"A4","A4 torus mandibularis","Alsó állcsont","s_OHIP","OHIP-5",-0.0031,100,0.979,0.4859,,
"A4","A4 torus mandibularis","Alsó állcsont","s_OHIP","OHIP-5",-0.0031,150,0.9788,0.4826,,
"A4","A4 torus mandibularis","Alsó állcsont","s_OHIP","OHIP-5",-0.0031,200,0.9786,0.4798,,
"A4","A4 torus mandibularis","Alsó állcsont","s_OHIP","OHIP-5",-0.0031,300,0.9782,0.4752,,
"A4","A4 torus mandibularis","Alsó állcsont","s_OHIP","OHIP-5",-0.0031,500,0.9777,0.4679,,
"A4","A4 torus mandibularis","Alsó állcsont","s_RAGAS","Önbev. rágás",0.1703,6,0.9865,0.5972,,100
"A4","A4 torus mandibularis","Alsó állcsont","s_RAGAS","Önbev. rágás",0.1703,8,0.988,0.6265,,100
"A4","A4 torus mandibularis","Alsó állcsont","s_RAGAS","Önbev. rágás",0.1703,10,0.9893,0.6519,,100
"A4","A4 torus mandibularis","Alsó állcsont","s_RAGAS","Önbev. rágás",0.1703,12,0.9903,0.6741,,100
"A4","A4 torus mandibularis","Alsó állcsont","s_RAGAS","Önbev. rágás",0.1703,15,0.9915,0.7028,,100
"A4","A4 torus mandibularis","Alsó állcsont","s_RAGAS","Önbev. rágás",0.1703,20,0.993,0.742,,100
"A4","A4 torus mandibularis","Alsó állcsont","s_RAGAS","Önbev. rágás",0.1703,25,0.9941,0.7735,,100
"A4","A4 torus mandibularis","Alsó állcsont","s_RAGAS","Önbev. rágás",0.1703,30,0.9949,0.7996,,100
"A4","A4 torus mandibularis","Alsó állcsont","s_RAGAS","Önbev. rágás",0.1703,40,0.9962,0.8406,,100
"A4","A4 torus mandibularis","Alsó állcsont","s_RAGAS","Önbev. rágás",0.1703,50,0.997,0.8714,,100
"A4","A4 torus mandibularis","Alsó állcsont","s_RAGAS","Önbev. rágás",0.1703,60,0.9976,0.8952,,100
"A4","A4 torus mandibularis","Alsó állcsont","s_RAGAS","Önbev. rágás",0.1703,80,0.9985,0.9291,,100
"A4","A4 torus mandibularis","Alsó állcsont","s_RAGAS","Önbev. rágás",0.1703,100,0.999,0.9511,,100
"A4","A4 torus mandibularis","Alsó állcsont","s_RAGAS","Önbev. rágás",0.1703,150,0.9996,0.9798,,100
"A4","A4 torus mandibularis","Alsó állcsont","s_RAGAS","Önbev. rágás",0.1703,200,0.9998,0.9913,,100
"A4","A4 torus mandibularis","Alsó állcsont","s_RAGAS","Önbev. rágás",0.1703,300,1,0.9983,,100
"A4","A4 torus mandibularis","Alsó állcsont","s_RAGAS","Önbev. rágás",0.1703,500,1,0.9999,,100
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_GOHAI","GOHAI",0.2015,6,0.98740000000000006,0.615,,80
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_GOHAI","GOHAI",0.2015,8,0.9891,0.6493,,80
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_GOHAI","GOHAI",0.2015,10,0.9905,0.6786,,80
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_GOHAI","GOHAI",0.2015,12,0.9915,0.704,,80
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_GOHAI","GOHAI",0.2015,15,0.9928,0.7365,,80
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_GOHAI","GOHAI",0.2015,20,0.9943,0.7798,,80
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_GOHAI","GOHAI",0.2015,25,0.9954,0.8136,,80
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_GOHAI","GOHAI",0.2015,30,0.9962,0.8408,,80
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_GOHAI","GOHAI",0.2015,40,0.9973,0.8818,,80
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_GOHAI","GOHAI",0.2015,50,0.998,0.9108,,80
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_GOHAI","GOHAI",0.2015,60,0.9985,0.9319,,80
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_GOHAI","GOHAI",0.2015,80,0.9992,0.9594,,80
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_GOHAI","GOHAI",0.2015,100,0.9995,0.9753,,80
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_GOHAI","GOHAI",0.2015,150,0.9999,0.9925,,80
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_GOHAI","GOHAI",0.2015,200,1,0.9976,,80
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_GOHAI","GOHAI",0.2015,300,1,0.9997,,80
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_GOHAI","GOHAI",0.2015,500,1,1,,80
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_INDEX","Siker-index",0.1056,6,0.9843,0.5602,,300
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_INDEX","Siker-index",0.1056,8,0.9854,0.5787,,300
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_INDEX","Siker-index",0.1056,10,0.9863,0.5949,,300
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_INDEX","Siker-index",0.1056,12,0.9871,0.6094,,300
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_INDEX","Siker-index",0.1056,15,0.9881,0.6285,,300
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_INDEX","Siker-index",0.1056,20,0.9894,0.6554,,300
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_INDEX","Siker-index",0.1056,25,0.9905,0.678,,300
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_INDEX","Siker-index",0.1056,30,0.9913,0.6976,,300
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_INDEX","Siker-index",0.1056,40,0.9926,0.7305,,300
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_INDEX","Siker-index",0.1056,50,0.9936,0.7575,,300
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_INDEX","Siker-index",0.1056,60,0.9943,0.7803,,300
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_INDEX","Siker-index",0.1056,80,0.9955,0.8173,,300
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_INDEX","Siker-index",0.1056,100,0.9964,0.8463,,300
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_INDEX","Siker-index",0.1056,150,0.9977,0.8968,,300
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_INDEX","Siker-index",0.1056,200,0.9985,0.9288,,300
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_INDEX","Siker-index",0.1056,300,0.9993,0.9646,,300
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_INDEX","Siker-index",0.1056,500,0.9998,0.9904,,300
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_MAI","MAI",-0.4684,6,0.9376,0.2345,25,20
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_MAI","MAI",-0.4684,8,0.9102,0.1712,25,20
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_MAI","MAI",-0.4684,10,0.8755,0.1254,25,20
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_MAI","MAI",-0.4684,12,0.8329,0.0923,25,20
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_MAI","MAI",-0.4684,15,0.7537,0.0588,25,20
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_MAI","MAI",-0.4684,20,0.588,0.0283,25,20
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_MAI","MAI",-0.4684,25,0.4084,0.0139,25,20
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_MAI","MAI",-0.4684,30,0.2544,0.0069,25,20
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_MAI","MAI",-0.4684,40,0.0796,0.0018,25,20
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_MAI","MAI",-0.4684,50,0.0221,5e-4,25,20
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_MAI","MAI",-0.4684,60,0.006,1e-4,25,20
"A5","A5 lingualis tasak ↑","Alsó állcsont","s_MAI","MAI",-0.4684,80,4e-4,0,25,20
